antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'UHC Service Coverage Index (SDG 3.8.1)_59.38-71.09', 'UHC Service Coverage sub-index on infectious diseases_72.56-90.40'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.020618556701030927,0.5257731958762887,0.020618556701030927,1.0,1.9019607843137254,0.009777872249973429,inf,0.4842105263157895
"frozenset({'Healthy life expectancy (HALE) at birth (years)_58.11-63.47', 'Out-of-pocket expenditure (OOP) per capita in US$_193.79-377.15'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.07216494845360824,0.5257731958762887,0.07216494845360824,1.0,1.9019607843137254,0.034222552874907,inf,0.5111111111111111
"frozenset({'Out-of-pocket expenditure (OOP) per capita in US$_193.79-377.15', 'Neonatal mortality rate (per 1000 live births) | AGEGROUP_DAYS0-27_8.38-15.89'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.05154639175257732,0.5257731958762887,0.05154639175257732,1.0,1.9019607843137254,0.024444680624933574,inf,0.5
"frozenset({'Out-of-pocket expenditure (OOP) per capita in US$_193.79-377.15', 'Infant mortality rate (probability of dying between birth and age 1 per 1000 live births) | AGEGROUP_MONTHS0-11_12.96-24.37'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.041237113402061855,0.5257731958762887,0.041237113402061855,1.0,1.9019607843137254,0.019555744499946858,inf,0.4946236559139785
"frozenset({'Out-of-pocket expenditure (OOP) per capita in US$_193.79-377.15', 'Under-five mortality rate (probability of dying by age 5 per 1000 live births) | AGEGROUP_YEARSUNDER5_15.12-28.24'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.041237113402061855,0.5257731958762887,0.041237113402061855,1.0,1.9019607843137254,0.019555744499946858,inf,0.4946236559139785
"frozenset({'Out-of-pocket expenditure (OOP) per capita in US$_193.79-377.15', 'Mortality rate among children ages 5 to 9 years (per 1000 children aged 5) | AGEGROUP_YEARS05-09_1.23-2.04'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.041237113402061855,0.5257731958762887,0.041237113402061855,1.0,1.9019607843137254,0.019555744499946858,inf,0.4946236559139785
"frozenset({'Out-of-pocket expenditure (OOP) per capita in US$_193.79-377.15', 'Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years) | AGEGROUP_YEARS05-14_3.04-5.13'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.030927835051546393,0.5257731958762887,0.030927835051546393,1.0,1.9019607843137254,0.014666808374960146,inf,0.4893617021276596
"frozenset({'Out-of-pocket expenditure (OOP) per capita in US$_193.79-377.15', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19.1_5.63-9.35'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.020618556701030927,0.5257731958762887,0.020618556701030927,1.0,1.9019607843137254,0.009777872249973429,inf,0.4842105263157895
"frozenset({'Stillbirth rate (per 1000 total births)_6.68-11.42', 'Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%)_53.32-78.66'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.08247422680412371,0.5257731958762887,0.08247422680412371,1.0,1.9019607843137254,0.039111488999893716,inf,0.5168539325842697
"frozenset({'Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%) | AGEGROUP_YEARS18-PLUS_41.67-65.52', 'Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%)_53.32-78.66'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.07216494845360824,0.5257731958762887,0.07216494845360824,1.0,1.9019607843137254,0.034222552874907,inf,0.5111111111111111
"frozenset({'UHC Service Coverage sub-index on reproductive, maternal, newborn and child health_77.04-91.79', 'Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%)_53.32-78.66'})",frozenset({'Life expectancy at birth (years)_67.63-73.77'}),0.041237113402061855,0.5257731958762887,0.041237113402061855,1.0,1.9019607843137254,0.019555744499946858,inf,0.4946236559139785
