antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
"frozenset({'Healthy life expectancy (HALE) at birth (years)_50.77-56.91', 'UHC Service Coverage sub-index on reproductive, maternal, newborn and child health_38.16-58.93'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.29310344827586204,0.5517241379310345,0.29310344827586204,1.0,1.8125,0.1313912009512485,inf,0.6341463414634146
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_10.89-12.83', 'UHC Service Coverage sub-index on reproductive, maternal, newborn and child health_38.16-58.93'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.27586206896551724,0.5517241379310345,0.27586206896551724,1.0,1.8125,0.12366230677764567,inf,0.6190476190476191
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_10.89-12.83', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19_11.76-18.94'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.22413793103448276,0.5517241379310345,0.22413793103448276,1.0,1.8125,0.1004756242568371,inf,0.5777777777777778
"frozenset({'Life expectancy at age 60 (years)_14.59-17.16', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19_11.76-18.94'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.22413793103448276,0.5517241379310345,0.22413793103448276,1.0,1.8125,0.1004756242568371,inf,0.5777777777777778
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS15-19_2.49-7.34', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19_11.76-18.94'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.08620689655172414,0.5517241379310345,0.08620689655172414,1.0,1.8125,0.03864447086801427,inf,0.4905660377358491
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19_11.76-18.94', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS15-19.1_3.12-7.69'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.08620689655172414,0.5517241379310345,0.08620689655172414,1.0,1.8125,0.03864447086801427,inf,0.4905660377358491
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19_11.76-18.94', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19.1_5.03-12.12'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.06896551724137931,0.5517241379310345,0.06896551724137931,1.0,1.8125,0.030915576694411417,inf,0.4814814814814815
"frozenset({'Healthy life expectancy (HALE) at age 60 (years)_10.89-12.83', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19.1_12.12-19.21'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.1896551724137931,0.5517241379310345,0.1896551724137931,1.0,1.8125,0.08501783590963138,inf,0.5531914893617021
"frozenset({'Life expectancy at age 60 (years)_14.59-17.16', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19.1_12.12-19.21'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.1896551724137931,0.5517241379310345,0.1896551724137931,1.0,1.8125,0.08501783590963138,inf,0.5531914893617021
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19.1_12.12-19.21', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS15-19.1_3.12-7.69'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.034482758620689655,0.5517241379310345,0.034482758620689655,1.0,1.8125,0.015457788347205709,inf,0.4642857142857143
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS15-19_2.49-7.34', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19.1_12.12-19.21'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.017241379310344827,0.5517241379310345,0.017241379310344827,1.0,1.8125,0.007728894173602854,inf,0.456140350877193
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19_4.58-11.76', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19.1_12.12-19.21'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.017241379310344827,0.5517241379310345,0.017241379310344827,1.0,1.8125,0.007728894173602854,inf,0.456140350877193
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19_11.76-18.94', 'Population using at least basic drinking-water services (%) | RESIDENCEAREATYPE_TOTL_77.13-98.03'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.1206896551724138,0.5517241379310345,0.1206896551724138,1.0,1.8125,0.05410225921521998,inf,0.5098039215686274
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS15-19.1_7.69-12.26', 'Population using at least basic drinking-water services (%) | RESIDENCEAREATYPE_TOTL_77.13-98.03'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.08620689655172414,0.5517241379310345,0.08620689655172414,1.0,1.8125,0.03864447086801427,inf,0.4905660377358491
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS15-19_7.34-12.19', 'Population using at least basic drinking-water services (%) | RESIDENCEAREATYPE_TOTL_77.13-98.03'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.08620689655172414,0.5517241379310345,0.08620689655172414,1.0,1.8125,0.03864447086801427,inf,0.4905660377358491
"frozenset({'Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years) | AGEGROUP_YEARS05-14_12.84-22.43', 'Population using at least basic drinking-water services (%) | RESIDENCEAREATYPE_TOTL_77.13-98.03'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.06896551724137931,0.5517241379310345,0.06896551724137931,1.0,1.8125,0.030915576694411417,inf,0.4814814814814815
"frozenset({'UHC Service Coverage sub-index on service capacity and access_10.76-25.68', 'Population using at least basic drinking-water services (%) | RESIDENCEAREATYPE_TOTL_77.13-98.03'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.034482758620689655,0.5517241379310345,0.034482758620689655,1.0,1.8125,0.015457788347205709,inf,0.4642857142857143
"frozenset({'Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years) | AGEGROUP_YEARS05-14_12.84-22.43', 'Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%) | AGEGROUP_YEARS18-PLUS_32.45-55.58'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.06896551724137931,0.5517241379310345,0.06896551724137931,1.0,1.8125,0.030915576694411417,inf,0.4814814814814815
"frozenset({'Neonatal mortality rate (per 1000 live births) | AGEGROUP_DAYS0-27_28.93-39.72', 'Stillbirth rate (per 1000 total births)_16.23-23.72'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.13793103448275862,0.5517241379310345,0.13793103448275862,1.0,1.8125,0.061831153388822835,inf,0.5200000000000001
"frozenset({'Neonatal mortality rate (per 1000 live births) | AGEGROUP_DAYS0-27_28.93-39.72', 'Healthy life expectancy (HALE) at birth (years)_56.91-63.05'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.017241379310344827,0.5517241379310345,0.017241379310344827,1.0,1.8125,0.007728894173602854,inf,0.456140350877193
"frozenset({'Neonatal mortality rate (per 1000 live births) | AGEGROUP_DAYS0-27_28.93-39.72', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19_4.58-11.76'})",frozenset({'Life expectancy at birth (years)_65.89-73.10'}),0.017241379310344827,0.3103448275862069,0.017241379310344827,1.0,3.2222222222222223,0.011890606420927468,inf,0.7017543859649124
"frozenset({'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS15-19_2.49-7.34', 'Neonatal mortality rate (per 1000 live births) | AGEGROUP_DAYS0-27_28.93-39.72'})",frozenset({'Life expectancy at birth (years)_65.89-73.10'}),0.017241379310344827,0.3103448275862069,0.017241379310344827,1.0,3.2222222222222223,0.011890606420927468,inf,0.7017543859649124
"frozenset({'Neonatal mortality rate (per 1000 live births) | AGEGROUP_DAYS0-27_28.93-39.72', 'Adolescent mortality rate (per 1 000 age specific cohort) | AGEGROUP_YEARS10-19.1_5.03-12.12'})",frozenset({'Life expectancy at birth (years)_65.89-73.10'}),0.017241379310344827,0.3103448275862069,0.017241379310344827,1.0,3.2222222222222223,0.011890606420927468,inf,0.7017543859649124
"frozenset({'UHC Service Coverage sub-index on infectious diseases_29.04-42.72', 'Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%)_0.67-26.27'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.08620689655172414,0.5517241379310345,0.08620689655172414,1.0,1.8125,0.03864447086801427,inf,0.4905660377358491
"frozenset({'UHC Service Coverage sub-index on infectious diseases_29.04-42.72', 'Stillbirth rate (per 1000 total births)_8.74-16.23'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.05172413793103448,0.5517241379310345,0.05172413793103448,1.0,1.8125,0.02318668252080856,inf,0.4727272727272727
"frozenset({'Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years) | AGEGROUP_YEARS05-14_12.84-22.43', 'Proportion of population with primary reliance on clean fuels and technologies for cooking (%) | RESIDENCEAREATYPE_TOTL_30.13-60.27'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.05172413793103448,0.5517241379310345,0.05172413793103448,1.0,1.8125,0.02318668252080856,inf,0.4727272727272727
"frozenset({'Total density per million population: Radiotherapy units_0.69-1.37', 'Proportion of population with primary reliance on clean fuels and technologies for cooking (%) | RESIDENCEAREATYPE_TOTL_30.13-60.27'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.034482758620689655,0.5517241379310345,0.034482758620689655,1.0,1.8125,0.015457788347205709,inf,0.4642857142857143
"frozenset({'Population using at least basic sanitation services (%) | RESIDENCEAREATYPE_TOTL_9.25-32.97', 'Proportion of population with primary reliance on clean fuels and technologies for cooking (%) | RESIDENCEAREATYPE_TOTL_30.13-60.27'})",frozenset({'Life expectancy at birth (years)_58.69-65.89'}),0.017241379310344827,0.5517241379310345,0.017241379310344827,1.0,1.8125,0.007728894173602854,inf,0.456140350877193
"frozenset({'Healthy life expectancy (HALE) at birth (years)_56.91-63.05', 'Proportion of population with primary reliance on clean fuels and technologies for cooking (%) | RESIDENCEAREATYPE_TOTL_30.13-60.27'})",frozenset({'Life expectancy at birth (years)_65.89-73.10'}),0.06896551724137931,0.3103448275862069,0.06896551724137931,1.0,3.2222222222222223,0.04756242568370987,inf,0.7407407407407407
